,AFRho,MixRho,PSRho,RandRho
1,1.35224781335,1.84735466571,6.05848363965,1.09666817303
10,0.0284502507612,0.0233893864289,0.0921213518994,0.0108018705127
20,0.00617138901779,0.00283732802291,0.00796678561452,0.007274077502
4,0.309751746734,0.449479131229,1.63540909159,0.383441971765
40,0.01091791021,0.00229486658265,0.0088117659822,0.00777072591418
